text,created_at
"My wife &amp; I voted early, for Hillary, Blue for Senate &amp; Blue for Congress!!!! https://t.co/RuG9taiFZG",2016-11-08 17:16:17
"#plantscience congress @ Rome,Italy during August 7-9,2017
Please follow the link for complete details#plantscience.global-summit.com#",2016-11-08 17:16:19
Senior Accessible Housing Act Provides Tax Credits for Age In Place Home Mods. https://t.co/1ptf4VM2KG #accessibility #ageinplace #homemods,2016-11-08 17:16:20
@TimesNow Yes our PM also promised congress mufth Bharath. It is going to happen.,2016-11-08 17:16:22
"Jiski Jitni okaad hoti hai...
Vo utne hi badey faisley leta hai.
Congress ne Chavvani band ki thi !!
😂😂

 Ae yo... https://t.co/jz4HTgBRwh",2016-11-08 17:16:24
"@FunnyShortVidz That's hysterical. Poor Obama, everything was blamed on him. What a Great prez he was, too bad congress wouldn't play fair.",2016-11-08 17:16:25
Huge Network |  #Congress Shock and nah: New York Post withholds endorsement from Donald… https://t.co/qwRiI8zZhb #WashingtonPost #News #HNN,2016-11-08 17:16:31
"@iambanarsibabu @arvindkejriwal congress wale r***i rona ro rhe hai. Kejri Himalaya par dhayan me hai, laut k dharna ka nanga naach hoga 😂",2016-11-08 17:16:31
"While its VERY early, #stocks - also #volatility &amp; other assets - seem to sense growing probability of #Clinton win… https://t.co/HWWHzKAqWG",2016-11-08 17:16:31
Huge Network |  #Congress Why on earth do we even have an electoral college anyway? https://t.co/8RBhiYcDhi #WashingtonPost #News #HNN,2016-11-08 17:16:31
"We all know the potus is not our fav subject rn but you can still make a choice with senators, congress, city council and propositions",2016-11-08 17:16:33
"basically , just depends on how they feeling today unfortunately https://t.co/UN2Lm8WaKl",2016-11-08 17:16:34
@ANI_news what a silly comment....that too from a senior congress leader.,2016-11-08 17:16:34
after surjewala ; its saba naqvis turn to defend congress now.. LOL  indiafightscorruption,2016-11-08 17:16:35
"@IntheNow_tweet @RT_com Both #Congress and #BJP never declare source of their funds for their election campaign ;)

https://t.co/X3weU5IA5E",2016-11-08 17:16:35
My first Debbie Downer moment of the day. https://t.co/kbru8nZaeZ,2016-11-08 17:16:37
Jis neta aur jis party ki sabse jyada jal rahi hai samaj lo kala dhan wahi hai.@BJP4India #Congress #AAP #TMC #JDU #SP......,2016-11-08 17:16:37
＠1 Template:National Congress for New Politics/meta/color https://t.co/PkWASwwAgL,2016-11-08 17:16:37
Please check Mamata Banerjee s handle before enlightening the world with ure wit #BlackMoney https://t.co/yqkYkFp4vK,2016-11-08 17:16:38
"York Times: F.B.I. Chief James Comey ‘had no business writing to CNN, Attorney General Sally Yates objected to Congress.",2016-11-08 17:16:39
@thnx_kief There's a chance someone in the electoral college wouldn't vote how the state says they should. If still… https://t.co/p3cvdClEtR,2016-11-08 17:16:40
@urbandoll seriously no matter who you're voting for get out and vote. not only for president but for your congress people!!!,2016-11-08 17:16:43
Wrote in @Night_0f_Fire for congress.,2016-11-08 17:16:43
This is sound of their votebank being captured by other parties. https://t.co/U9ggqpzWt1,2016-11-08 17:16:43
MT @hoperae: Congress needs them and the People want them! #TermLimits #COSProject #PJNET https://t.co/guPEu3WBXZ,2016-11-08 17:16:46
"@AnthonydByrne22 A lot of fcked up shit happens in the world. Change like that happens in Congress, not the White House. #Gerrymandering",2016-11-08 17:16:48
"Well, just did one last review on the propositions before heading off to vote.

Sadly, there's still no proposition to jail Congress. Yet.",2016-11-08 17:16:49
Congress? More like incongruous! #ragingelection,2016-11-08 17:16:49
BREAKING WIKI LEAKS: HILLARY TREASON  U.S. Congress &amp; Military Tribunal https://t.co/rBiKEGVTIV via @YouTube,2016-11-08 17:16:49
Not congress and AAP walas? https://t.co/AeY9jVn0oW,2016-11-08 17:16:50
"@Sanjay_Vis @hstapanghosh @narendramodi Do you remember Congress slogan? ""Jio our Jone do"" =Khao our Khane do",2016-11-08 17:16:52
@yusufyuie much of that legislation was called for - begged for - by older black community leaders. Check who in congress voted for it..,2016-11-08 17:16:54
"Jiski jitni aukat hoti hai wo utna hi decision le sakta hai! 
Congress ne 'chavanni' band ki thi!
@narendramodi @one_by_two  @TheQtiyapaGuy",2016-11-08 17:16:54
dis is depressing https://t.co/cSgxu5PNlq,2016-11-08 17:16:55
RT funkinatrix: Groups are gearing up to flood Congress with #StopTPP calls Nov 15-17. Take action here to spread … https://t.co/JtM5MTrMDM,2016-11-08 17:16:56
#IndiaFightsCorruption master stroke by Modi it is a surgical strike on Congress,2016-11-08 17:16:56
"Absolutely... It will effect Bjp,Cong &amp; others the most who have 80% undisclosed source of declared funding.. https://t.co/IrfxK1EJBF",2016-11-08 17:16:56
As expected Congress is most upset. After all decades of BlackMorey going up in smoke overnight,2016-11-08 17:16:57
"If you're gonna vote and have it matter, at least put @ZephyrTeachout for congress. Good, honest woman. Congress still has a lot to be fixed",2016-11-08 17:16:59
"If Donald Trump disputes the election, let Congress vote on it | Vox • /r/TheAlternativeMedia https://t.co/cfMkjKR2dy",2016-11-08 17:17:00
Congress has so much power than people realized.,2016-11-08 17:17:03
#BlackMoney congress  leaders enjoying their life by corruption money are crying and saying It is not surgical strike,2016-11-08 17:17:04
"Surprisingly no protest from #CONgress #AAPtards #SICKulars on #currencyban of
Rs 500 and Rs 1000

#BlackMoney",2016-11-08 17:17:04
@salman7khurshid congress party itself is a jumla . You people always oppose the government and stall the progress.Better raise ur standard.,2016-11-08 17:17:05
If Congress was your co-worker - Starring Chris Pine https://t.co/1GPBjSklwM via @YouTube,2016-11-08 17:17:06
"@EIFantasmita ""dictatorship"" Nothing Trump says is promised as long as we have a congress and checks and balances.",2016-11-08 17:17:06
"i voted like two weeks ago but ya guys if yall vote today, vote democrat for /all/ representatives, we need to change congress",2016-11-08 17:17:08
"Modi ji ka sapna Congress Mukt bharat :D
Pehle thaali kar diya :D
ab Khaali kar diya :D",2016-11-08 17:17:10
Don't be panic there is enough time to deposit ur white money. Congress will try to take undue advantage for situat… https://t.co/bhLr322F6o,2016-11-08 17:17:10
"@ReelRotation27 @feetothefire 
Reminds me of Congress. 😭",2016-11-08 17:17:11
"My wife &amp; I voted early, for Hillary, Blue for Senate &amp; Blue for congress!!!!! https://t.co/QuRjf5gWSV",2016-11-08 17:17:11
"Sanjay Jha- forgotten demonetising of 1000, 5000 notes by congress in 1978? IF congress does it's ok but not by BJP? BOLD MOVE BY MODI",2016-11-08 17:17:16
Congress government to start Notes with ₹0 valuation and Rahul Gandhi's photo. #fackingnews,2016-11-08 17:17:17
"Join our Medical Imaging &amp; Radiotherapy Congress for free: check PRG at https://t.co/HEYL3RUSUw
https://t.co/gX2PtbWO7d",2016-11-08 17:17:18
@parscale You know the power of digital communication.  Imagine when we force a Congress of 6400 to work via telepresence at half salary!,2016-11-08 17:17:19
#Pune 28 ते 31 डिसेंबरला केसनंद-वाघोली येथे होणाऱ्या @SunburnFestival ला शहर युवक कॉँग्रेसचा विरोध #Congress… https://t.co/wWvkwgcnRe,2016-11-08 17:17:20
Congress has always supported any step against black money. But paddy has already been cut and wheat &amp; Rabi crops being sown: rssurjewala,2016-11-08 17:17:21
nah if u planning on voting for trump u can stay yo ass at home https://t.co/VgUfModX6Z,2016-11-08 17:17:24
"@vicpelt @TheRickyDavila 
No U forgot - from 2008-2010 he had a DEM Congress, DEM Senate+ White House. He could have done anything he wanted",2016-11-08 17:17:24
.@gehrig38 Is this like when you lied to Congress about taking steroids?,2016-11-08 17:17:24
@TimesNow looks like Congress is now in Coma physically and mentally,2016-11-08 17:17:24
"@NewsX @_YogendraYadav Sir, congress has always failed in doing so.",2016-11-08 17:17:27
"She had to let Clinton off,  bcuz if she didn't, Obama would be exposed. He's a acting participant in this mess. He… https://t.co/AjwqTzIGrE",2016-11-08 17:17:28
We also ban 25 paise coins but never did chest thumping- Congress😂😂#blackmoney,2016-11-08 17:17:28
The costs and benefits of being a single mother and running for Congress - The Guardian https://t.co/QzTYCvRleO,2016-11-08 17:17:29
"@narendramodi Big Salute Sir. Great step. 
The congress leader's speech can be used to explain what ""vinash kalin vipreet buddhi"" means. 😂😂😂",2016-11-08 17:17:31
#Congress #RahulGandhi #Kejriwal are counting votes of up or currency notes #modi factor @narendramodi,2016-11-08 17:17:31
"Bill brought Israel the Oslo accords, which brought on the Intifada. Kaine led the boycott of Bibi in Congress. Hillary tongue-lashed Bibi.",2016-11-08 17:17:31
@SenJohnMcCain is the country that u fought for &amp; were held as POW for 5 yrs for one whose Congress plots against a duly elected @POTUS?,2016-11-08 17:17:32
*If you believe country is heading in a neg. direction and a candidate unpopular w. his party will be able to work… https://t.co/CVu0J96wTg,2016-11-08 17:17:34
@narendramodi what a master stroke!! this is final blow 2 corrupt  Congress politicians. RIP.! burial grounds will accept ur cash#blackmoney,2016-11-08 17:17:37
I cannot believe how the Congress and @_sabanaqvi is upset over this surgical strike 😂,2016-11-08 17:17:38
@TimesNow d people from congress is raising question on dis decisive steps taken by @PMOIndia bcz their looted money is now just waste paper,2016-11-08 17:17:38
@Ganeshsurwase23 हो मी ही मग आठवन करुन देते की 500 1000 च्या नोट ही congress च नेच आणले आहेत,2016-11-08 17:17:39
@AyeYoAdrian_ Look up Robert Byrd...Hilarys mentor and longest living Congress member. Kkk chapter founder and grand wizard,2016-11-08 17:17:41
Good news for public bad new for Congress. https://t.co/kGRNntciLs,2016-11-08 17:17:41
"#AAP #Congress tried hard to be in limelight by doing cheap politics..
And Modi just did in one shot.. Take this
#Rs1000 #BlackMoney #RS500",2016-11-08 17:17:43
SAME. Thinking of all my US friends today. &lt;3 Wishing you the best president and a Congress that gets shit done! https://t.co/WVrJJJGxpG,2016-11-08 17:17:45
"Channel surf clearly shows Congress most rattlled by demonetisation! UP polls??#$! SP, BSP et al in a tizzy.",2016-11-08 17:17:47
@KWandstradt I am annoyed that Bret refuses to admit that Reps nominated a Dem cause W and Rep Congress destroyed the conservative movement,2016-11-08 17:17:47
RT SaleemFarrukh: The US President's office is not a policy-making entity. The US Congress is. The White House is the implementing agency,2016-11-08 17:17:47
"Congress is thinking to declare that even they had banned Rs 500 and Rs 1000 notes during their time.
 #BlackMoney #CONgress #surgicalstrike",2016-11-08 17:17:49
@aajtak Congress की समज से परे है congress को सबसे जयादा नुकसान होने वाला है.,2016-11-08 17:17:49
RT SaleemFarrukh: The US President's office is not a policy-making entity. The US Congress is. The White House is the implementing agency,2016-11-08 17:17:52
@matteopeters This is exactly why I made a bill in Model Congress that fixes the turnout smh,2016-11-08 17:17:53
the @USPS at South Congress and Ben White is horrible in Austin. Your people are very rude and not helpful!,2016-11-08 17:17:54
https://t.co/qrmmXSWraz https://t.co/MNpleL4I3g,2016-11-08 17:17:57
"Democrats temper U.S. Congress ambitions on brink of election

https://t.co/HuN05iqxQk #tcot #uniteblue #WakeUpAmerica #TrumpPence16 #p2",2016-11-08 17:17:57
@Interstellarho you can't be to sure Congress is majority republican and ethics mean nothing in the government 😂 this whole election fucked,2016-11-08 17:17:58
@waglenikhil it's not only BJP but many many congress man n many many govt servants etc.  But common man is very ve… https://t.co/d8zENNOkQ3,2016-11-08 17:17:58
"So Congress couldn't read 2,700 pages of Obamacare bill before voting on it, but the FBI read 650,000 emails in... https://t.co/fTX3yRwI53",2016-11-08 17:17:59
https://t.co/qrmmXSWraz https://t.co/P7riLVDN0m,2016-11-08 17:17:59
＠tos Template:National Congress for New Politics/meta/color https://t.co/Y7JZtIoJyx #TFB,2016-11-08 17:18:01
"Jiski jitni aukaat hai wo waise hi faisle leta hai, Congress ne chawanni band ki thi!
#OH #IndiaAgainstCorruption",2016-11-08 17:18:02
"Gone are the days when Congress SP BSP and #AAP lured voters for cash.
#SurgicalStrikeOnBlackMoney",2016-11-08 17:18:02
Congress neta phir ....shurùuu https://t.co/h75zNmQJJi,2016-11-08 17:18:03
"To hear the reaction of the Congress today shocks me: Nalin Kohli, BJP #IndiaFightsCorruption",2016-11-08 17:18:03
https://t.co/qrmmXSWraz https://t.co/jREg9FtUB1,2016-11-08 17:18:03
"@TimesNow AN advice to CONgress, for grah shanti it should organise havan! They have lots of paper to burn! #IndiaFightsCorruption",2016-11-08 17:18:04
.@HuffingtonPost Senator Murphy: Congress needs to question #USA current part in Yemen war #ElectionFinalThoughts https://t.co/aKRwvpIijp,2016-11-08 17:18:04
"The Congress party is in shock and does not know how to deal with it: Nalin Kohli, BJP #IndiaFightsCorruption",2016-11-08 17:18:05
"Why is the Congress party opposed to the fight against black money?: Nalin Kohli, BJP #IndiaFightsCorruption",2016-11-08 17:18:05
"My wife &amp; I voted early, for Hillary, Blue for Senate &amp; Blue for Congress!!!!! https://t.co/gaWXXStjov",2016-11-08 17:18:05
"@cnni Unfortunately, this is how things are done in our US Congress &amp; also at state, county level. Our system is broken and this is proof.",2016-11-08 17:18:07
"Sir Jaddu, shot ureself in the foot dint u, pls check @MamataOfficial handle #BlackMoney https://t.co/zt4tE5Jjxz",2016-11-08 17:18:09
could not have happened under Sonia's Congress https://t.co/zmSDJVKiJm,2016-11-08 17:18:11
"That's called Check mate Economically and Politically !!! SP BSP Congress just lost the plot in UP Elections.
#BlackMoney #SurgicalStrike",2016-11-08 17:18:13
ही परिस्थिती हाताळण्यास भारतीय बँका सक्षम आहेत काय? काँग्रेसचा सवाल https://t.co/SMkxlTn7SX @LoksattaLive,2016-11-08 17:18:13
"Pity #Congress and #RahulGandhi for picking holes, #ArnabGoswami has a strong reason for debate tonight  .@TimesNow… https://t.co/TNfn0eGYhZ",2016-11-08 17:18:17
We are seeing a large turnout early on but we need your vote to push us over  top in CT-2. Please note Novak for Co… https://t.co/5IZOpvSpFu,2016-11-08 17:18:18
"South Congress Hotel in Austin, Tx. Beautiful large corner booth stands out in different upholstered fabrics and da… https://t.co/MiG3TXfv1o",2016-11-08 17:18:19
@INCIndia @rssurjewala may be you will ask that what congress people can do with tonns of notes,2016-11-08 17:18:21
.@HuffingtonPost Senator Murphy: Congress needs to question #USA current part in Yemen war #ElectionFinalThoughts https://t.co/z5NdmbYeKa,2016-11-08 17:18:23
"EN SUCRE “SMART CITY BUSINESS CONGRESS &amp; EXPO BOLIVIA 2016” 
“El desafío de las ciudades para transformar el mundo”",2016-11-08 17:18:24
This is so freaking funny and spot on!!!!   https://t.co/k6keqNMKUA #ChrisPine #Congress #SaveTheDay #Vote,2016-11-08 17:18:25
The U.S. Elected The First Woman To Congress 100 Years Ago. #VirWINia  #pwcnow @pwc_now https://t.co/jgXv4Fg3fv,2016-11-08 17:18:27
Worried about what the #ElectionDay means for Canadians? You might be focussing on the wrong one https://t.co/sSe2O2vHhp,2016-11-08 17:18:27
Need Congress back in power. Bet 50-60% Indians would agree to that today. #BlackMoney,2016-11-08 17:18:28
Al d ppl hu r shitting in ther pants cause of d PM's announcement on black money cn wipe it 2morow wid d same notes https://t.co/IJ8bmli1Nu,2016-11-08 17:18:29
"Rs. 500 #CurrencyBan जिसकी जितनी औकात होती है,वो उतने ही बड़े फैसले लेता है,
Congress also banned चवन्नी....
😜😂😀 #IndiaFightsCorruption",2016-11-08 17:18:29
Congress already started crying.. https://t.co/Q1IK2Qasc5,2016-11-08 17:18:30
Am I the only one who feels that only common man will suffer from the sudden decision Govt. made. For the record i dont vouch for Congress,2016-11-08 17:18:30
"@si_nfl @120Sports well, Congress, and the Judiciary interprets, but yeah, good point Mr. Athlete Guy. Not to mention state and local govt.",2016-11-08 17:18:31
"@SirJadeja Not just Congress. Their little sister also is upset!
https://t.co/s3TcXVrtP2",2016-11-08 17:18:32
Definition of 'sinecure': getting paid for being in Congress and doing nothing. https://t.co/tqjuxwt5Sh,2016-11-08 17:18:34
"FBI's Comey tells Congress email review completed, decision not to prosecute Clinton stands https://t.co/JJsfdQGcrK",2016-11-08 17:18:35
@JonathanSacks @kantwistaye compromise in congress because it would finally show that tea party people aren't viable,2016-11-08 17:18:38
Fun fact congress makes most choices the president is a figure head,2016-11-08 17:18:39
@realDonaldTrump @KellyannePolls  DO SOMETHING NEW &amp; UNIQUE We need power back @ State/ Local level So let pres &amp; congress be sec of state,2016-11-08 17:18:40
Congress is going to strike on this decision of @narendramodi😂😂😂 #BlackMoney,2016-11-08 17:18:40
Today's Election Day. All of you that are registered in the US NEED TO VOTE exercise your right and vote for the president &amp; our congress!,2016-11-08 17:18:41
The Congress criticism of banning Rs 500/1000 notes lacks any substance whatsoever;adequate measures are in place to minimise inconvenience,2016-11-08 17:18:42
Don't fail to realize congress has to pass anything the President wants anyway,2016-11-08 17:18:43
"Way to go congress you pieces of shit, run by the GOP, Obama sets 2017 pay raise for military employees https://t.co/SSv5JnsmmD",2016-11-08 17:18:43
"इंसान अपनी औकात के हिसाब से काम करता है..
मोदी जी ने 500/1000 के नोट बंद किये और congress ने चवन्नी बंद करी थी.

#SurgicalStrikeonBlackMoney",2016-11-08 17:18:45
@AmitShah @narendramodi Sir when we can see congress mufth Bharath?,2016-11-08 17:18:47
Hae guys..I kindly request all of us to support Mr.Walucho Kevin for FEDCOS CONGRESS...Less support our own so that we can also have a pl...,2016-11-08 17:18:48
@TimesNow Congress supporting anti corruption strategy... Joke of the year...,2016-11-08 17:18:48
@InternetChandu yeah. But one keeps quiet like Congress. ;) @natrajan,2016-11-08 17:18:49
Vote Chase Iron Eyes https://t.co/gHscb5vWoS,2016-11-08 17:18:49
Senator Repeats Industry Talking Points in to Mandate Biomass Energy as “Carbon Neutral” https://t.co/lOZ2RYfXlv via @DeSmogBlog,2016-11-08 17:18:54
Females can say all they want Donald trump hasn't been under constant investigation by Congress,2016-11-08 17:18:56
Actually I'm very curious what a democratic president + a democratic congress will do assuming dems take it alllll back,2016-11-08 17:18:58
"@charlescwcooke Oh don't worry, there will be plenty Executive Orders to get around the ""obstructive"" Congress.",2016-11-08 17:18:58
"My wife &amp; I voted early, for Hillary, Blue for Senate &amp; Blue for Congress!!!!! https://t.co/otX4L7Q4rT",2016-11-08 17:18:59
@SteveDonnan Given her need to work with congress I'd say she'd ignore your advice. Senate must approve her nominees after all,2016-11-08 17:19:00
@varshasinghmcx ji congress is doing politics on it. It shows that maximum congress leaders are having black money,2016-11-08 17:19:02
"@narendramodi , congress did cease our currency ""chavanni band"".. u copied it.. ROFL.. hahaaa..",2016-11-08 17:19:04
"Congress won't be making any comments today, all busy counting... comment tomorrow",2016-11-08 17:19:04
Congress 2016 voted unanimously not to recommend any deal that does not deliver FULL equality. Sherkers! @INTOnews #equalpayforequalwork,2016-11-08 17:19:05
"@allofmyfears there's a likely chance that if the democrats control congress, he will be the majority leader of the senate",2016-11-08 17:19:08
A few years back they check the checkbooks of congress and guess what none of them knew how to balance the own chec… https://t.co/gk1vVdG1l5,2016-11-08 17:19:08
"ATHENS - 11th World Congress CONy - March 23-26, 2017 https://t.co/mLeuaU7krs https://t.co/qs16viS4v5",2016-11-08 17:19:13
@ANI_news how shocked congress is.,2016-11-08 17:19:13
"@MamataOfficial @ArvindKejriwal 
Entire country is happy except u 2 &amp; congress of course U both worried abt ur cash no 2?",2016-11-08 17:19:14
@AnthonydByrne22 Both sides can't. You need a majority in Congress.,2016-11-08 17:19:18
@narendramodi This is one more historical step towards Corruption Premier League by earlier congress,2016-11-08 17:19:18
@stoopsancho @_cvol @kailaniskye presidents can't declare war without Congress approval. Checks and Balances,2016-11-08 17:19:21
"#indiafightscorruption
Bravo best move made by Modi ji.Congress will now suffers.",2016-11-08 17:19:24
@not2beme @novias_info @PaulaGrabow @yankfan2010 @LindaSelden @dawnstotlar @esoriram1 @JJohnson2u whats missed&amp;MostImportant is bad congress,2016-11-08 17:19:26
@si_nfl @SInow there's this thing called congress. Glad these idiots are voting lmao,2016-11-08 17:19:27
RT SaleemFarrukh: The US President's office is not a policy-making entity. The US Congress is. The White House is the implementing agency,2016-11-08 17:19:30
https://t.co/QvnNyiu3Um,2016-11-08 17:19:31
"@hsmythwithaY @DavidLimbaugh @Evan_McMullin Blah, blah Dem talking points. So congress can keep HRC in check who KNOWS DC but not Trump?",2016-11-08 17:19:32
स्तब्ध हैं सारे देशद्रोही। थोड़ा वक्त लगेगा। फिर निकलेंगे ये सारे INTOLERANCE और EMERGENCY मिमियाते हुए।।।।😈😈😈😈😈😈😈😈… https://t.co/n4SyKC6EQa,2016-11-08 17:19:32
Oh wait. Holy fuck!! What if the agenda is stopping SP and Congress distributing cash in UP Elections?,2016-11-08 17:19:33
Dear Congress and Corrupt citizen i don't want your view on @narendramodi ji stund. behappy country moving toward achhe din #BlackMoney,2016-11-08 17:19:34
Obama as a sitting POTUS shouldn't infer w/elections except to cast his OWN vote. https://t.co/Rtb7POxkHr,2016-11-08 17:19:34
"@uhavbadsportsiq @Y2SHAF As an outsider, it seems from what I've read they need to fix congress in that case, not president.",2016-11-08 17:19:35
"We not only have to make sure Trump loses, we need to make sure Clinton has a Congress she can work with. We need to pass local legislation",2016-11-08 17:19:36
"@TimesNow the biggest loosers by this decision are politicians,why congress is worried?bz99/of congress leaders corrupt inclding vadara.",2016-11-08 17:19:36
@sardesairajdeep See the congress reaction.It has crores of black money from scams,2016-11-08 17:19:37
At the end of the day if trump become president his decisions still gotta see the congress first lbs,2016-11-08 17:19:37
"Always, appreciate good decisions. Be it from BJP or Congress or AAP.

Don't be a Bhakt. It helps in building a nation.

#Rs500andRs1000",2016-11-08 17:19:41
"Trump: I am going to hog the limelight tomorrow..
Modi: Bitch please.##BlackMoney #RS500 #Rs1000 #BJP #Congress",2016-11-08 17:19:44
@NickVoran @Jeffery_Gould either way Congress has budgetary control so presidential comparisons aren't that relevant,2016-11-08 17:19:44
@ArvindKejriwal  @BeWithRG AB KAHA LEKR JAOGE PAISE AB AYEGA SARA PAIS SAMNE.....MAI WAIT KR RHA HU KAB BOLOGE IS PAR AAP AND CONGRESS,2016-11-08 17:19:45
@2Mon_Amie I'm hoping he eats a symbolic elephant and donkey at his victory party. Or Congress.,2016-11-08 17:19:46
Sonia Gandhi is the President of the Indian National Congress and has a net worth of $2 billion.HARD EARND money/KH… https://t.co/2nbOgPMc7f,2016-11-08 17:19:48
"Society always forgets fuck the presidents , congress has the last word ☝️️",2016-11-08 17:19:48
$SPY Goldilocks election polling with HRC + GOP congress predictions.    Looks like some shorts got caught.,2016-11-08 17:19:49
"Abolish ""FREE"" retirement in congress. You were elected for a term not a lifetime paycheck. Bill after bill for free money on our back.",2016-11-08 17:19:50
Save Congress save India !!! https://t.co/bXPDu5F3oH,2016-11-08 17:19:50
"Corrupt congress still has more power! So as scared as I am, the next figure head isn't as bad as the government as a whole already.",2016-11-08 17:19:51
"Happy 127th birthday, #Montana! Let's send our 1st #NativeAmerican and 2nd women to Congress, @denisejuneau, to celebrate! #GOVOTE #MTPOL",2016-11-08 17:19:52
Presidents are just puppets for congress really.,2016-11-08 17:19:53
Bjp discontinued 500 n 1000 rs note while congress discontinued chawwani....sab aukaat se chalta hai #BlackMoney,2016-11-08 17:19:58
@noblebarnes87 if libs n SJW want real change then put term limits on Congress. Only 1 canaidate is proposing that.,2016-11-08 17:19:59
Congress is asking why Rs.2000 currency note in place of Rs.1000 currency note ?,2016-11-08 17:20:01
"Sad to see big @Donald_McEachin leaving the Virginia Senate, but happy to cast a vote sending him to Congress!",2016-11-08 17:20:02
INCIndia: Congress has always supported any step against black money. But paddy has already been cut and wheat &amp; Rabi crops being sown: rss…,2016-11-08 17:20:03
@ItsiHex yes but that's just because the congress would never let him to the things he proposes that he's gonna do,2016-11-08 17:20:03
Congress shocked 😳 by this Modi's masterstroke of banning currency.,2016-11-08 17:20:04
"Congress &amp; Kejriwal: The ban on notes is against freedom of expression.

#BlackMoney
#Rs500andRs1000  
#ModiAddresesNation",2016-11-08 17:20:04
"@TimesNow 
Our Indian President Welcomed the Govt Action of curbing terror and black money holders
Is  any message by Congress President???",2016-11-08 17:20:05
I would like to ask from Congress Party Did you study about the features of Rs. 2000 currency notes before asking such questions ????,2016-11-08 17:20:11
@uhavbadsportsiq @Y2SHAF The congress seemed to overrule any desired changes to the zeitgeist. That is where the problem is.,2016-11-08 17:20:11
https://t.co/k0SF9hH3mW : c34edab9-ac90-4ac3-a432-4d20ecffbff0,2016-11-08 17:20:11
@binu_m_s @AJITHspeaking Congress may distribute their BM among their 'kaaryakartas' in small amounts!,2016-11-08 17:20:12
Control for Congress is up for grabs #ElectionDay https://t.co/tenzQXc8ec @ericbradner,2016-11-08 17:20:12
"On removing #BlackMoney from #economy, #Modi, in two years, has done more than what #Congress has done in a couple of decades. #BigNews",2016-11-08 17:20:13
"Why we never put this much effort in changing Congress? Majority of them old, corrupted af and behind the scenes like puppet masters.",2016-11-08 17:20:17
@sagarikaghose @juggernautbooks no wonder your congress love express lot,2016-11-08 17:20:17
"Suzanna Shkreli for Congress pls
#ElectionDay",2016-11-08 17:20:17
dude do these dumbasses who aren't voting realize that ur also giving up your votes 4 congress &amp; the senate like how do u think govt works,2016-11-08 17:20:18
@YRDeshmukh मोदी जी स्ट्रोक न निगलते बन रहा है न उगलते #Congress,2016-11-08 17:20:21
Now Congress can rename RFID on 2000 currency notes as Rajiv Gandhi Fraud Income Dikhao Yojna :) #SurgicalStrikeonBlackMoney,2016-11-08 17:20:22
He should be. He's a vastly superior President. I look forward to Congress renaming Reagan the Obama International… https://t.co/EATPO4TiMh,2016-11-08 17:20:26
Control of Congress up for grabs Tuesday - https://t.co/qqGdrH202y,2016-11-08 17:20:26
"जिसकी जितनी औकात होती है वो उतने ही बड़े फैसले लेता है,कांग्रेस ने चवन्नी बन्द की थी। 😂 #BlackMoney #RS500 #Rs1000 #BJP #Congress #Kejriwal",2016-11-08 17:20:27
"@BEades @AceofSpadesHQ Congress always has p-sspoor approval ratings, shutdown or not.",2016-11-08 17:20:26
"Some minor thoughts:
- the ""popular vote"" is overrated.
- Maybe Congress should just elect the President.",2016-11-08 17:20:27
@BhateKetan @LegalKant @INCIndia stupid corrupt congress spokesman surjewala,2016-11-08 17:20:28
"""आम्हीपण चार आणे बंद केले, पण कधी गाजावाजा केला नाही""
Congress😂",2016-11-08 17:20:28
"@GexVerseCentral Plus- Obama was good. I imagine it'll be sorta of like that. Unless dems get congress, unlikely though. :/",2016-11-08 17:20:29
Control of Congress up for grabs Tuesday - https://t.co/VdyC53a08q,2016-11-08 17:20:30
Shelli Yoder and Trey Hollingsworth cross paths this morn. as voters decide the IN 9th Dist. race for Congress. Hea… https://t.co/Qzd5s6E6a5,2016-11-08 17:20:31
.@JDRFAdvocacy helps build &amp; sustain critical #T1D support by raising awareness among Members of Congress: https://t.co/gV1buHv4JF.,2016-11-08 17:20:31
I'd be damned if congress would agree to pass a bill for building a giant wall,2016-11-08 17:20:32
Congress is gonna be like Bonfire Tonight! #BlackMoney,2016-11-08 17:20:32
congress will now say... ye toh hamara idea churaya h modiji ne.. https://t.co/mBJnb6kFoz,2016-11-08 17:20:33
Bloody congress just creating panic in country. Dear ongress shut the f**k up. #BlackMoney,2016-11-08 17:20:34
Take my words - Congress and other opposition parties are going to blow this #SurgicalStrikeonBlackMoney by Modi to a very negative state!,2016-11-08 17:20:34
"Congress is more worried more than Common man about Ban on Notes 
Inki cheekhe aisi h jse inhone 500-1000 ke note kahi or chupaye h",2016-11-08 17:20:36
@TVMohandasPai @dineshgrao - Dinesh GR is another Congress sycophant w/little 2 no leadership skills.His utterances convey his ignorance.,2016-11-08 17:20:37
"I wonder what law congress/President Obama is going to pass today, while our focus is on the election. @CNNPolitics @FoxNews @MSNBC",2016-11-08 17:20:38
If you think building a couple billion dollar wall between us and Mexico will pass through Congress unfollow me pls https://t.co/OWzTzPqarP,2016-11-08 17:20:39
@Das_Alina @AskAngy On bigger picture: Congress spent money to ramp up border enforcement; hard for POTUS to just not enforce at all.,2016-11-08 17:20:42
